image,freshness,temperature
eye-fresh\mataSegar9_jpeg.rf.6287bfdba975e4beca65f2453f2f819f.jpg,fresh,0.36
eye-fresh\mataSegar9_jpeg.rf.7faee1ec233706ca06f246a60b7b2233.jpg,fresh,0.47
gill-fresh\insangSegar10-Small_jpeg.rf.62c4ca683192e862930fedb863ba5702.jpg,fresh,3.86
gill-fresh\insangSegar10-Small_jpeg.rf.869e708aaefe235fe0ce02c99afb026d.jpg,fresh,1.08
gill-fresh\insangSegar10-Small_jpeg.rf.f531b5bbd62d9c300730c1eb613d4ad7.jpg,fresh,0
gill-fresh\insangSegar100-Small_jpeg.rf.01de6f5a11b6f2370b6ef2a86af5a3e1.jpg,fresh,2.74
gill-fresh\insangSegar100-Small_jpeg.rf.8d225ac5761743e9b441097cba8216ba.jpg,fresh,0.23
gill-fresh\insangSegar100-Small_jpeg.rf.ddc2127f0c0f71ff495fcc14d21407ef.jpg,fresh,1.98
gill-fresh\insangSegar100_jpeg.rf.374d23124b82e41fc77559d4732bbf1b.jpg,fresh,3.69
gill-fresh\insangSegar100_jpeg.rf.662d0d1777677bf8cd0c14aafa8e6c16.jpg,fresh,0.25
gill-fresh\insangSegar100_jpeg.rf.7d7eb73830221d0165aa2c4cf572b884.jpg,fresh,0.87
gill-fresh\insangSegar101-Small_jpeg.rf.757960ce6520f22bf35c251f95eaa50c.jpg,fresh,0.79
gill-fresh\insangSegar101-Small_jpeg.rf.9fcd7c1706e8bc006db99bd2694d59ea.jpg,fresh,1.06
gill-fresh\insangSegar101-Small_jpeg.rf.b7e39766031d6e84a417fc35d85b14ee.jpg,fresh,1.52
gill-fresh\insangSegar101_jpeg.rf.9b506be0aa0da0b328d62669cc54ba8a.jpg,fresh,2.76
gill-fresh\insangSegar101_jpeg.rf.b7f8e362622e3660bf3ee849b55b1803.jpg,fresh,0.76
gill-fresh\insangSegar101_jpeg.rf.de6f6c7799603c232eeec813708e9f28.jpg,fresh,1.09
gill-fresh\insangSegar102-Small_jpeg.rf.0a862ba835902f9ba758b39fb834d91a.jpg,fresh,2.3
gill-fresh\insangSegar102-Small_jpeg.rf.6373ccb0b5ba155226ea61cf2788586c.jpg,fresh,2.75
gill-fresh\insangSegar102-Small_jpeg.rf.eee7c6fe98cdf091a20bed9bc1a9818c.jpg,fresh,0.7
gill-fresh\insangSegar103-Small_jpeg.rf.332407b1cd3f064bbe230b10fd57ebfd.jpg,fresh,0
gill-fresh\insangSegar103-Small_jpeg.rf.5b4dbb752960250976d75f1c8ed2ff0a.jpg,fresh,0.8
gill-fresh\insangSegar103-Small_jpeg.rf.fd7d3120ec6cddb4ff4b0d43d7db07c3.jpg,fresh,3.48
gill-fresh\insangSegar105-Small_jpeg.rf.93fdd547a0d76997fc8e1746bd816b99.jpg,fresh,0.41
gill-fresh\insangSegar105-Small_jpeg.rf.d182e9dfc7f937606b806ce19f505453.jpg,fresh,2.58
gill-fresh\insangSegar105-Small_jpeg.rf.e137f1619046f01d838a0d2f5dee8d98.jpg,fresh,1.37
gill-fresh\insangSegar106-Small_jpeg.rf.2843687e235c8f74779db10eb2ea956b.jpg,fresh,2.88
gill-fresh\insangSegar106-Small_jpeg.rf.4195310f473f015b1d98e525d53576af.jpg,fresh,3.16
gill-fresh\insangSegar106-Small_jpeg.rf.6a69c683c22630ad680b0246c76e8366.jpg,fresh,2.13
gill-fresh\insangSegar106_jpeg.rf.6ce904ba72dd64696a9dd9b084b8cee0.jpg,fresh,0.41
gill-fresh\insangSegar106_jpeg.rf.9faa852f766fbfd6e3847f8aaa56b503.jpg,fresh,0.23
gill-fresh\insangSegar106_jpeg.rf.ae46ad697768fdaf296cafec032dfe7b.jpg,fresh,0.99
gill-fresh\insangSegar107-Small_jpeg.rf.856ae0581976dd8fd39ae203a41a3510.jpg,fresh,3.99
gill-fresh\insangSegar107-Small_jpeg.rf.e714805c20666ce8eee3e7f02c282b70.jpg,fresh,2.26
gill-fresh\insangSegar107-Small_jpeg.rf.f9a23be6b328e7ecd554e879ff477d22.jpg,fresh,1.72
gill-fresh\insangSegar107_jpeg.rf.75e11951198212186ddcd66b574298d3.jpg,fresh,1.87
gill-fresh\insangSegar107_jpeg.rf.7f5d8a4d964e91f96eda1cd2b8940c8e.jpg,fresh,3.63
gill-fresh\insangSegar107_jpeg.rf.f3c323db749127b108d808fa1192ec43.jpg,fresh,0.35
gill-fresh\insangSegar108-Small_jpeg.rf.3dca0db88fc8a083caeaecc3a5d1e6b3.jpg,fresh,2.63
gill-fresh\insangSegar108-Small_jpeg.rf.41357a6337ba31efb50d6d377d07f56e.jpg,fresh,1.55
gill-fresh\insangSegar108-Small_jpeg.rf.985baf4841a25c51a919998d4d25ab6d.jpg,fresh,2.07
gill-fresh\insangSegar108_jpeg.rf.8b88a8d46275b7960d2841c8ffae7135.jpg,fresh,1.61
gill-fresh\insangSegar108_jpeg.rf.ad2469ec2aab6a36c3e5823071f33a62.jpg,fresh,3.02
gill-fresh\insangSegar108_jpeg.rf.fbcdb9f37810a9be6d23a33257dd5caf.jpg,fresh,3.9
gill-fresh\insangSegar109-Small_jpeg.rf.1fe6cb207259bd22f4ce61170833dab3.jpg,fresh,1.36
gill-fresh\insangSegar109-Small_jpeg.rf.a379f5b7842d5f8566c7ed5379e58424.jpg,fresh,2.72
gill-fresh\insangSegar109-Small_jpeg.rf.bf267c6e9db90fa96c10b8a9269b58f0.jpg,fresh,2.89
gill-fresh\insangSegar11-Small_jpeg.rf.48340851bc529165d54bf4a0efbe3068.jpg,fresh,3.6
gill-fresh\insangSegar11-Small_jpeg.rf.6971234e3a5602ef152d02b1344ce32a.jpg,fresh,1.7
gill-fresh\insangSegar11-Small_jpeg.rf.b4ece6c779131931892fbb00927ca2a3.jpg,fresh,0.28
gill-fresh\insangSegar110-Small_jpeg.rf.63aa0383aa7ccb8b16a9d308b9c05f47.jpg,fresh,3.28
gill-fresh\insangSegar110-Small_jpeg.rf.75523b0e5ecb7fbf147d6d3941493781.jpg,fresh,1.51
gill-fresh\insangSegar110-Small_jpeg.rf.cc7587e3bda67cfc9651e0f73048e4d2.jpg,fresh,3.71
gill-fresh\insangSegar111-Small_jpeg.rf.1c26dba99a3cc2ddce0e6dbd77d3129f.jpg,fresh,1.61
gill-fresh\insangSegar111-Small_jpeg.rf.2cb0b22251a0b857fe770e12d63ddd4d.jpg,fresh,2.27
gill-fresh\insangSegar111-Small_jpeg.rf.a2aa9b7fefdeb11af15fa44675a8939c.jpg,fresh,0.46
gill-fresh\insangSegar112-Small_jpeg.rf.5be159481bf194e99c6b6b4c1b757d31.jpg,fresh,0.71
gill-fresh\insangSegar112-Small_jpeg.rf.61eb900bd9a774b0b1b2574054af0c44.jpg,fresh,1.55
gill-fresh\insangSegar112-Small_jpeg.rf.847bf74c8cd5b6a706614d6ae1bd2101.jpg,fresh,3.68
gill-fresh\insangSegar113-Small_jpeg.rf.074bab1741b092694a0f56fd9549f6c1.jpg,fresh,0.72
gill-fresh\insangSegar113-Small_jpeg.rf.0fba09a993c0940b28bea1eb8fddb4a9.jpg,fresh,3.23
gill-fresh\insangSegar113-Small_jpeg.rf.2386827e41b1fc57f688c15841804efd.jpg,fresh,0.16
gill-fresh\insangSegar114-Small_jpeg.rf.399e8be09a5c38699fd1602a072d8762.jpg,fresh,0.42
gill-fresh\insangSegar114-Small_jpeg.rf.9942f31a2d5ee52e174f11e14c67d52d.jpg,fresh,1.13
gill-fresh\insangSegar114-Small_jpeg.rf.ada506ba5a0d70de155ff458af71c76d.jpg,fresh,1.03
gill-fresh\insangSegar114_jpeg.rf.4602fab3f0c3c3edd40868fcdd57e5b9.jpg,fresh,0.38
gill-fresh\insangSegar114_jpeg.rf.46b5b86f8bf14ef67c4a9f9dfe9eea1e.jpg,fresh,3.17
gill-fresh\insangSegar114_jpeg.rf.72bbd758007f5df89c419fe087ea861a.jpg,fresh,2.7
gill-fresh\insangSegar115-Small_jpeg.rf.388cd24da306a38f79c907d57a3e5313.jpg,fresh,0.61
gill-fresh\insangSegar115-Small_jpeg.rf.53c77d519c66e6f9e0e2268ae807251a.jpg,fresh,1.31
gill-fresh\insangSegar115-Small_jpeg.rf.90975aa2aa3e866cd78e9471d6310e43.jpg,fresh,0.72
gill-fresh\insangSegar115_jpeg.rf.5264a5acb77d29924609d0270a2269f9.jpg,fresh,0.23
gill-fresh\insangSegar115_jpeg.rf.6b915dd325ea9099924ed0b3ada684a5.jpg,fresh,0.37
gill-fresh\insangSegar115_jpeg.rf.b7c5f1dff596be3177da56b0b4bbaf2a.jpg,fresh,2.03
gill-fresh\insangSegar116-Small_jpeg.rf.13789a9473a47a9c27f73596857b80d8.jpg,fresh,0.45
gill-fresh\insangSegar116-Small_jpeg.rf.3db027d8470f65402640224fafb4c5d4.jpg,fresh,2.9
gill-fresh\insangSegar116-Small_jpeg.rf.4eb810dd8d949da0a189b65dd546f97d.jpg,fresh,1.69
gill-fresh\insangSegar116_jpeg.rf.5189870c92930b2c10f80cc737ad9f44.jpg,fresh,1.47
gill-fresh\insangSegar116_jpeg.rf.6477a7c5683721ed348879d96e2f54d2.jpg,fresh,3.85
gill-fresh\insangSegar116_jpeg.rf.9c2c2731ebd02e6c6c6ff910d2246d92.jpg,fresh,3.29
gill-fresh\insangSegar117-Small_jpeg.rf.1c4bcdcc27181c033e80adc58374c9bd.jpg,fresh,3.38
gill-fresh\insangSegar117-Small_jpeg.rf.a73c1c329f6fb5fb593821981a0a513f.jpg,fresh,0.3
gill-fresh\insangSegar117-Small_jpeg.rf.d08194745fb8232cfe6e293d588d690d.jpg,fresh,0.29
gill-fresh\insangSegar118-Small_jpeg.rf.7137eb58075baee007bc6ab7b88a1223.jpg,fresh,1.88
gill-fresh\insangSegar118-Small_jpeg.rf.ed01a178a8e233aed5213b355b12d648.jpg,fresh,2.43
gill-fresh\insangSegar118-Small_jpeg.rf.f382855b912334acae1cd53bfa89f4cf.jpg,fresh,0.75
gill-fresh\insangSegar118_jpeg.rf.b8f877546bd20f271912ece35f0911dd.jpg,fresh,1.75
gill-fresh\insangSegar118_jpeg.rf.c3fba41ac973455e7e0cc09e115e686f.jpg,fresh,2.14
gill-fresh\insangSegar118_jpeg.rf.d61069714cc144d5eecf40a2ce7f9d17.jpg,fresh,1.39
gill-fresh\insangSegar119-Small_jpeg.rf.0037d8fad6ccaf34bdb9f88566b19ebf.jpg,fresh,0.19
gill-fresh\insangSegar119-Small_jpeg.rf.4de8aa6f1e25783629a2c960ae742584.jpg,fresh,1.39
gill-fresh\insangSegar119-Small_jpeg.rf.6f572c4eced3b3a4f08f4b42d5215c84.jpg,fresh,1.83
gill-fresh\insangSegar119_jpeg.rf.5a1007fb99e521e45bda7b8b7df9b3cd.jpg,fresh,2.41
gill-fresh\insangSegar119_jpeg.rf.d6731a7fe6e2e94a9aff6730b00894c8.jpg,fresh,3.72
gill-fresh\insangSegar119_jpeg.rf.d9ea644a028dc6f21b270c0ca5af6a07.jpg,fresh,2.31
gill-fresh\insangSegar11_jpeg.rf.01a55d4f1f7ad49950c700090391ec4c.jpg,fresh,0.61
gill-fresh\insangSegar11_jpeg.rf.0c6c8e0a571f30b33cd04aa37e9de9a0.jpg,fresh,3.45
gill-fresh\insangSegar11_jpeg.rf.4ac3c192a42557494ea23ec2c44992ef.jpg,fresh,3.33
gill-fresh\insangSegar12-Small_jpeg.rf.0151a2215e0cf8ea9f45fff073b05959.jpg,fresh,1.56
gill-fresh\insangSegar12-Small_jpeg.rf.2ed3ea4184160bec177d1f6965debdde.jpg,fresh,3.48
gill-fresh\insangSegar12-Small_jpeg.rf.87955919c406fae796d7d3f77ba194e6.jpg,fresh,1.15
gill-fresh\insangSegar120_jpeg.rf.36cca5502acafbcef4972b3124667046.jpg,fresh,2.15
gill-fresh\insangSegar120_jpeg.rf.80cdc8194e7275aed9da55021ccc282a.jpg,fresh,2.25
gill-fresh\insangSegar120_jpeg.rf.8bd752454b6af0f0550b2b0ffc17187c.jpg,fresh,3.05
gill-fresh\insangSegar121-Small_jpeg.rf.2dd940c6d824a30bccfae5d1b05c6d56.jpg,fresh,2.66
gill-fresh\insangSegar121-Small_jpeg.rf.7debe48cf4a7abb6c5954d6dd9558a00.jpg,fresh,2.32
gill-fresh\insangSegar121-Small_jpeg.rf.bcad1995907a96495b0a86e4f2537a91.jpg,fresh,3.65
gill-fresh\insangSegar122_jpeg.rf.08ab3bfba273c39435ec5d61cc2748fd.jpg,fresh,3.54
gill-fresh\insangSegar122_jpeg.rf.3817aa77eb80ceb9f93f777db9e040ad.jpg,fresh,1.53
gill-fresh\insangSegar122_jpeg.rf.bc57d9d58c426f5fb5f3ac050be74979.jpg,fresh,3
gill-fresh\insangSegar123_jpeg.rf.2cb234a8b835a9896be2f68667e23724.jpg,fresh,1.67
gill-fresh\insangSegar123_jpeg.rf.6720d4a8ba3606d38c23d80d68042c46.jpg,fresh,3.56
gill-fresh\insangSegar123_jpeg.rf.df6473f3a30810ae909a6739a7b13669.jpg,fresh,1.42
gill-fresh\insangSegar124_jpeg.rf.749f6a74c76634ecdbba6db1976f722a.jpg,fresh,2.62
gill-fresh\insangSegar124_jpeg.rf.bcffe432b65397083885b4e83c78d5ce.jpg,fresh,3.99
gill-fresh\insangSegar124_jpeg.rf.fc3a197d3f97e6e8bd74561d74a64e12.jpg,fresh,0.7
gill-fresh\insangSegar125-Small_jpeg.rf.31eab9065b9b1994088b302e0d0b2338.jpg,fresh,0.98
gill-fresh\insangSegar125-Small_jpeg.rf.6a27cb3e42ff080bb6519b4034229a4f.jpg,fresh,3.44
gill-fresh\insangSegar125-Small_jpeg.rf.b49b35e89b2d8c51aa317e8d263302e4.jpg,fresh,1.59
gill-fresh\insangSegar125_jpeg.rf.00db42d68ed19fb743fdcf93f8623188.jpg,fresh,3.97
gill-fresh\insangSegar125_jpeg.rf.520e92e430353f27be79c142712ff907.jpg,fresh,3.96
gill-fresh\insangSegar125_jpeg.rf.bbbfbe8658ac7659c7b5cbbf25c9082e.jpg,fresh,3.73
gill-fresh\insangSegar126-Small_jpeg.rf.77c3289a29fbd2e33044d310a90afa9b.jpg,fresh,0.62
gill-fresh\insangSegar126-Small_jpeg.rf.c351b1363a4815486aea4be6bdd33bf4.jpg,fresh,0.66
gill-fresh\insangSegar126-Small_jpeg.rf.c6749c9d72475bbfc8f7ee5ae5e119f7.jpg,fresh,2.49
gill-fresh\insangSegar126_jpeg.rf.82a11932032a44a7219f0b4328e78aeb.jpg,fresh,3.84
gill-fresh\insangSegar126_jpeg.rf.acdbd702f40ef8a86dbf9fd2c0b464e1.jpg,fresh,1.03
gill-fresh\insangSegar126_jpeg.rf.b2f04232a2dcc057b22562951cf2c9a8.jpg,fresh,3.23
gill-fresh\insangSegar127-Small_jpeg.rf.523d80c8f3feb18f3ee45888a41bb506.jpg,fresh,1.53
gill-fresh\insangSegar127-Small_jpeg.rf.e0ccfe4f1f5e7d00a220f916dad1c66d.jpg,fresh,1.99
gill-fresh\insangSegar127-Small_jpeg.rf.f9026dd8e631268ccc7d4d01d933fa5f.jpg,fresh,2.58
gill-fresh\insangSegar127_jpeg.rf.0ee88001e7069618e332da262d61ddfa.jpg,fresh,3.8
gill-fresh\insangSegar127_jpeg.rf.449eae9b982ca61a263f88c5938d83ed.jpg,fresh,1.44
gill-fresh\insangSegar127_jpeg.rf.784ade50f3c3e779427d276849f26667.jpg,fresh,2.96
gill-fresh\insangSegar128-Small_jpeg.rf.5e90fa00a5152e5a9fda7ec64f5a8716.jpg,fresh,0.57
gill-fresh\insangSegar128-Small_jpeg.rf.693c03fdb87fcbf5d6421218f25e8fd7.jpg,fresh,1.41
gill-fresh\insangSegar128-Small_jpeg.rf.b53f40210d109f3c6f98afb33a503e6e.jpg,fresh,2.98
gill-fresh\insangSegar129-Small_jpeg.rf.6e15a9f0b8a3cb7dd6163ca0887b9d38.jpg,fresh,0.87
gill-fresh\insangSegar129-Small_jpeg.rf.c1d71a34f3cb75ad6483fbee0e0641dc.jpg,fresh,2.48
gill-fresh\insangSegar129-Small_jpeg.rf.d1b23e97dacf40b447a5fb4260c9acbe.jpg,fresh,0.99
gill-fresh\insangSegar129_jpeg.rf.2745370dd27fdce8da82147c1ea96d45.jpg,fresh,3.39
gill-fresh\insangSegar129_jpeg.rf.3109278e2eba53f4aadb2ecaefaf7729.jpg,fresh,3.25
gill-fresh\insangSegar129_jpeg.rf.6f33b0fa08a930186dec4c0cb12bf9ae.jpg,fresh,1.86
gill-fresh\insangSegar12_jpeg.rf.222dae5202476b180adbac1994c43d04.jpg,fresh,1.83
gill-fresh\insangSegar12_jpeg.rf.30bd32c1c259eca416df43b0303b0069.jpg,fresh,2.41
gill-fresh\insangSegar12_jpeg.rf.487afd53deb7ab05c9befc6eb6c93129.jpg,fresh,0.35
gill-fresh\insangSegar13-Small_jpeg.rf.35e2b4aecec265bc032baf2bcd915462.jpg,fresh,2.53
gill-fresh\insangSegar13-Small_jpeg.rf.60f00732d67ddc49350222187c844627.jpg,fresh,0.14
gill-fresh\insangSegar13-Small_jpeg.rf.a35e9b6b4a16253e223b24dc74a5984f.jpg,fresh,3.75
gill-fresh\insangSegar130_jpeg.rf.50f02d9c5251aff215a952146426f354.jpg,fresh,2.94
gill-fresh\insangSegar130_jpeg.rf.5524b2a31b5c791b960cdabb16613780.jpg,fresh,2.02
gill-fresh\insangSegar130_jpeg.rf.b28d4a568c1aebd1f16061714da787c9.jpg,fresh,0.1
gill-fresh\insangSegar131-Small_jpeg.rf.0aab8ae0e22bd4c01921dd6f0a8a8e1f.jpg,fresh,2.29
gill-fresh\insangSegar131-Small_jpeg.rf.2155a1c3e64e78c9a88a3921f0a25fad.jpg,fresh,3.48
gill-fresh\insangSegar131-Small_jpeg.rf.3a5cf74cf5171cab4b5e5a5ec6548e22.jpg,fresh,1.98
gill-fresh\insangSegar131_jpeg.rf.6ccffc68ca8da8bf81151421341eb4d0.jpg,fresh,3.01
gill-fresh\insangSegar131_jpeg.rf.ac6cb026fa171c1ecd0c5b3cee5e6e1a.jpg,fresh,3.48
gill-fresh\insangSegar131_jpeg.rf.ec2825af08374bb94a3aa003525dccac.jpg,fresh,1.52
gill-fresh\insangSegar132-Small_jpeg.rf.8f587272768a617c7b54dc1f078a6a0d.jpg,fresh,2.66
gill-fresh\insangSegar132-Small_jpeg.rf.c69ff699348caf432379e923a975b133.jpg,fresh,3.88
gill-fresh\insangSegar132-Small_jpeg.rf.e3815d131bd1ea7cc25908018d13752c.jpg,fresh,1.64
gill-fresh\insangSegar133-Small_jpeg.rf.05bbaa059cb0bf9f83e6fd6e86dea6ba.jpg,fresh,2.78
gill-fresh\insangSegar133-Small_jpeg.rf.99b1e9669e9bc1288f18741d47d1d063.jpg,fresh,3.18
gill-fresh\insangSegar133-Small_jpeg.rf.a03318ff24cefefb3dfe61427ae42281.jpg,fresh,1.5
gill-fresh\insangSegar134-Small_jpeg.rf.2246a4d1c57c8f9f8a542eff618038a4.jpg,fresh,0.94
gill-fresh\insangSegar134-Small_jpeg.rf.519cd10340ca01dd46b98399c0e9c08f.jpg,fresh,0.97
gill-fresh\insangSegar134-Small_jpeg.rf.e57602d0aea977ebea24a80fbe653fff.jpg,fresh,0.77
gill-fresh\insangSegar134_jpeg.rf.547a19144207e7ce5112940f798fddbe.jpg,fresh,2.48
gill-fresh\insangSegar134_jpeg.rf.c79f10dc197c1464419b283c3c236083.jpg,fresh,2.43
gill-fresh\insangSegar134_jpeg.rf.d51ae4a330129de44cd3e1d7106958ee.jpg,fresh,3.99
gill-fresh\insangSegar136-Small_jpeg.rf.40486f06f222497109cde61e842f597b.jpg,fresh,2.2
gill-fresh\insangSegar136-Small_jpeg.rf.8c64b3018d20a91501b1050a8b661e3a.jpg,fresh,0.85
gill-fresh\insangSegar136-Small_jpeg.rf.d0d009d5ccefcc30b2d37cf4ea8c1cf7.jpg,fresh,2.19
gill-fresh\insangSegar136_jpeg.rf.5906203a7f2c06ea31678a4dee1c6827.jpg,fresh,3.21
gill-fresh\insangSegar136_jpeg.rf.bcd6548ec7e616fcf9bb8bc8d39298ca.jpg,fresh,1.13
gill-fresh\insangSegar136_jpeg.rf.d09d64765c881ad269bed8bc5968e6cf.jpg,fresh,0.67
gill-fresh\insangSegar137-Small_jpeg.rf.55d8c43d449897bbe63240dd02273eb5.jpg,fresh,2.23
gill-fresh\insangSegar137-Small_jpeg.rf.5aeba903822e2abe66f9fc04a202a2e7.jpg,fresh,0.6
gill-fresh\insangSegar137-Small_jpeg.rf.e1c450935aa0e39ffd6fed99f7b935ee.jpg,fresh,2.95
gill-fresh\insangSegar137_jpeg.rf.00095b0b2cc840d16e7c49e948a4df2e.jpg,fresh,3.31
gill-fresh\insangSegar137_jpeg.rf.1f5273425c24d7ee4de81cef3247aa41.jpg,fresh,3.4
gill-fresh\insangSegar137_jpeg.rf.ca37180fba8efeb406718f1732a75d36.jpg,fresh,1.29
gill-fresh\insangSegar138-Small_jpeg.rf.c26a261d4d1a5a76ece9ce1df51cbc17.jpg,fresh,1.49
gill-fresh\insangSegar138-Small_jpeg.rf.d1b2f5cbfb32df107a53473cf19724a0.jpg,fresh,0.9
gill-fresh\insangSegar138-Small_jpeg.rf.fa443032442c0b3f76057d88a9ec3af7.jpg,fresh,0.63
gill-fresh\insangSegar138_jpeg.rf.903f62f7ad18db17ef137cec74da6b53.jpg,fresh,3.12
gill-fresh\insangSegar138_jpeg.rf.a522f728798516e55a21fc129ccbcf21.jpg,fresh,3.29
gill-fresh\insangSegar138_jpeg.rf.d6fd7ce4c1c7f74e4eea7b0d79d9bc42.jpg,fresh,2.68
gill-fresh\insangSegar139_jpeg.rf.2b8a3159abbc158aac0e3356f6985a98.jpg,fresh,0.95
gill-fresh\insangSegar139_jpeg.rf.9829afa786e79bd37d0bdd54b88b40ed.jpg,fresh,1.94
gill-fresh\insangSegar139_jpeg.rf.e0a3b784e9ba5a6d5751f007ea13235f.jpg,fresh,1.4
gill-fresh\insangSegar13_jpeg.rf.b8bcc622e14b2e4ea9b4a448d6574739.jpg,fresh,1.97
gill-fresh\insangSegar13_jpeg.rf.cc47e85f524f48fa7f63d6b0622011d5.jpg,fresh,3.88
gill-fresh\insangSegar13_jpeg.rf.dddc0ac4c238eb53f6ec0a8a2a560ce5.jpg,fresh,0.88
gill-fresh\insangSegar140_jpeg.rf.515789aadb48d5b8c5a19e6aecc1f74d.jpg,fresh,2.55
gill-fresh\insangSegar140_jpeg.rf.7fe09111e7c94bec9bb783dfc56627fb.jpg,fresh,3.35
gill-fresh\insangSegar140_jpeg.rf.da9517000c0a5c3a4828831021db4c8a.jpg,fresh,0.06
gill-fresh\insangSegar141_jpeg.rf.3b4dba3ef9fe90b18e13ffe85761d3fc.jpg,fresh,1.01
gill-fresh\insangSegar141_jpeg.rf.63fa38f82e36124be074a7f4f45690b1.jpg,fresh,1.55
gill-fresh\insangSegar141_jpeg.rf.b822dc6868c6f4fc1dea9825e071bb30.jpg,fresh,0.01
gill-fresh\insangSegar142_jpeg.rf.415d6859f77dc822e4ecae250bd02386.jpg,fresh,3
gill-fresh\insangSegar142_jpeg.rf.9b7e422658210c8eecb5e0a419dfe0a0.jpg,fresh,0.41
gill-fresh\insangSegar142_jpeg.rf.ab2870f9084ad68d8b3dec8d281299ad.jpg,fresh,1.33
gill-fresh\insangSegar143-Small_jpeg.rf.2c5232afa0942609bf3ff9ba4be799a8.jpg,fresh,1.88
gill-fresh\insangSegar143-Small_jpeg.rf.8f8295c5e448a3773ba33b29364a1c98.jpg,fresh,3.63
gill-fresh\insangSegar143-Small_jpeg.rf.fa7eff3c380de8956c58fd984a95107f.jpg,fresh,3.39
gill-fresh\insangSegar143_jpeg.rf.7d863297929f241afe8741a0aafc01fe.jpg,fresh,2.6
gill-fresh\insangSegar143_jpeg.rf.dfb3252cd105981191bd683da9bf8f9d.jpg,fresh,0.47
gill-fresh\insangSegar143_jpeg.rf.e203363e5083bf89f7b4ff5388438b3b.jpg,fresh,2.18
gill-fresh\insangSegar145-Small_jpeg.rf.96c2e4b333ef73322aca0c8e268a532d.jpg,fresh,0.29
gill-fresh\insangSegar145-Small_jpeg.rf.d970e7ed7b4d1218b8c75a100f7c90ad.jpg,fresh,3.91
gill-fresh\insangSegar145-Small_jpeg.rf.d980f0d80e5fdd3c8c949788f11bba85.jpg,fresh,0.8
gill-fresh\insangSegar145_jpeg.rf.5809a38171e29f84e599fec91cd21b63.jpg,fresh,2.49
gill-fresh\insangSegar145_jpeg.rf.d2f625819b461c26bc4881db353d210b.jpg,fresh,3.24
gill-fresh\insangSegar145_jpeg.rf.d497c640d0613c8fdb425a6aa1f963cc.jpg,fresh,1.1
gill-fresh\insangSegar146-Small_jpeg.rf.3d4170ab3b00d89127a985f120d4b548.jpg,fresh,0.41
gill-fresh\insangSegar146-Small_jpeg.rf.65611239829d00945175d87a97b6630e.jpg,fresh,3.92
gill-fresh\insangSegar146-Small_jpeg.rf.a37e036b9205e7da2ec978e02e90c12b.jpg,fresh,3.93
gill-fresh\insangSegar146_jpeg.rf.13a5fb3927d72689f397d24ac5094f5d.jpg,fresh,0.19
gill-fresh\insangSegar146_jpeg.rf.55a5288f0f5d700c84b8c2c644240efb.jpg,fresh,3.27
gill-fresh\insangSegar146_jpeg.rf.b7b9c45902d2f7e91b77243802714732.jpg,fresh,2.33
gill-fresh\insangSegar147-Small_jpeg.rf.2da5ba5fd569f47ef3ae2e528bb5b5a3.jpg,fresh,2.62
gill-fresh\insangSegar147-Small_jpeg.rf.300a6ee079b81209b329e756aeae810b.jpg,fresh,3.99
gill-fresh\insangSegar147-Small_jpeg.rf.89cbfd246cd79284e0111d07dcc0fc98.jpg,fresh,2.48
gill-fresh\insangSegar147_jpeg.rf.64e216246897fd4522dfea6e4d7973dd.jpg,fresh,0.33
gill-fresh\insangSegar147_jpeg.rf.c22dbd39e9ebebcd73140aaf1140ef91.jpg,fresh,2.76
gill-fresh\insangSegar147_jpeg.rf.ddefbf21bd44309bd697166bac25421e.jpg,fresh,0.09
gill-fresh\insangSegar148-Small_jpeg.rf.6295e7016999070c1d0fc59996b2a35a.jpg,fresh,1.15
gill-fresh\insangSegar148-Small_jpeg.rf.7fe9781f26423b8825f3239d1fa71242.jpg,fresh,2.85
gill-fresh\insangSegar148-Small_jpeg.rf.ade4d6ffdf251084652552a5113c9f18.jpg,fresh,3.65
gill-fresh\insangSegar149_jpeg.rf.109f6f089a7bbc3c0d3bd0911a4f2a08.jpg,fresh,3.48
gill-fresh\insangSegar149_jpeg.rf.261e469659be184abe8c51172ab4e42a.jpg,fresh,1.34
gill-fresh\insangSegar149_jpeg.rf.dc712d1e99f5e2c44ba1a33231ac8ac9.jpg,fresh,0.09
gill-fresh\insangSegar15-Small_jpeg.rf.271f3106d1b3b2ca7135dbc30b2f8e31.jpg,fresh,0.36
gill-fresh\insangSegar15-Small_jpeg.rf.38d4264c5888f686262a866ddc984d9e.jpg,fresh,1.56
gill-fresh\insangSegar15-Small_jpeg.rf.e80ad7d06e67f2c552bf6758493841eb.jpg,fresh,2.1
gill-fresh\insangSegar150_jpeg.rf.2c2762d2eb928e514f4345cbb59a084a.jpg,fresh,1.54
gill-fresh\insangSegar150_jpeg.rf.5e8bc07076ddd6442da013f8d102ee18.jpg,fresh,1.08
gill-fresh\insangSegar150_jpeg.rf.9218c2bcf1398058eaa71b93ec46a8d3.jpg,fresh,1.07
gill-fresh\insangSegar152-Small_jpeg.rf.3880b7c36011d583c36ba21a0ea2b0d4.jpg,fresh,1.53
gill-fresh\insangSegar152-Small_jpeg.rf.9ad24af42281804decbbfb3a5280331d.jpg,fresh,2.13
